CredentialId,Name,Type,BusinessName,DBA,FullCredentialCode,CredentialType,CredentialNumber,CredentialSubCategory,Credential,Status,StatusReason,Active,IssueDate,EffectiveDate,ExpirationDate,Address,City,State,Zip,RecordRefreshedOn
930233,HARTFORD DISPENSARY-16-18 WESTON STREET,BUSINESS,HARTFORD DISPENSARY-16-18 WESTON STREET,HARTFORD DISPENSARY-16-18 WESTON STREET,SA.0000246,SA,246,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,16-18 WESTON STREET,HARTFORD,CT,06120,03/13/2017
930232,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. SMITH BENT CHILDREN'S CENTER",BUSINESS,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. SMITH BENT CHILDREN'S CENTER","CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. SMITH BENT CHILDREN'S CENTER",SA.0000245,SA,245,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,7 VAUXHALL ST,NEW LONDON,CT,063205711,05/25/2017
930231,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. GROTON/MYSTIC CAMPUS",BUSINESS,"CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. GROTON/MYSTIC CAMPUS","CHILD & FAMILY AGENCY OF SOUTHEASTERN CONNECTICUT, INC. GROTON/MYSTIC CAMPUS",SA.0000244,SA,244,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,591 POQUONNOCK RD,GROTON,CT,063404571,05/25/2017
930228,"CONNECTION CENTER FOR BEHAVIORAL HEALTH @ MERIDEN, THE",BUSINESS,"CONNECTION CENTER FOR BEHAVIORAL HEALTH @ MERIDEN, THE","CONNECTION CENTER FOR BEHAVIORAL HEALTH @ MERIDEN, THE",SA.0000242,SA,242,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,178 STATE ST,MERIDEN,CT,064503242,06/28/2017
930227,RENAISSANCE WEST,BUSINESS,RENAISSANCE WEST,RENAISSANCE WEST,SA.0000241,SA,241,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,466 W MAIN ST,WATERBURY,CT,067021123,04/21/2017
930214,"CHILD AND FAMILY GUIDANCE CENTER, INC.",BUSINESS,"CHILD AND FAMILY GUIDANCE CENTER, INC.","CHILD AND FAMILY GUIDANCE CENTER, INC.",SA.0000226,SA,226,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,180 FAIRFIELD AVE,BRIDGEPORT,CT,066044252,06/04/2018
930094,INSTITUTE FOR THE HISPANIC FAMILY,BUSINESS,INSTITUTE FOR THE HISPANIC FAMILY,INSTITUTE FOR THE HISPANIC FAMILY,SA.0000367,SA,367,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2010,04/01/2018,03/31/2020,45 WADSWORTH ST,HARTFORD,CT,061067108,03/29/2018
930087,WHEELER CLINIC INC.,BUSINESS,WHEELER CLINIC INC.,WHEELER CLINIC,SA.0000295,SA,295,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,91 NORTHWEST DR,PLAINVILLE,CT,060621534,06/02/2017
930082,RUSHFORD CENTER INC.,BUSINESS,RUSHFORD CENTER INC.,RUSHFORD CENTER INC,SA.0000292,SA,292,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,883 PADDOCK AVE,MERIDEN,CT,064507044,09/08/2017
930081,LIBERATION METHADONE CLINIC (BRIDGEPORT),BUSINESS,LIBERATION METHADONE CLINIC (BRIDGEPORT),LIBERATION METHADONE CLINIC (BRIDGEPORT),SA.0000290,SA,290,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,399 MILL HILL AVE,BRIDGEPORT,CT,066102865,08/29/2017
930075,BEHAVIORAL HEALTH SERVICES AT HAMDEN,BUSINESS,BEHAVIORAL HEALTH SERVICES AT HAMDEN,BEHAVIORAL HEALTH SERVICES AT HAMDEN,SA.0000286,SA,286,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,95 CIRCULAR AVE,HAMDEN,CT,065144004,01/30/2017
930057,UNITED SERVICES INC.,BUSINESS,UNITED SERVICES INC.,"UNITED SERVICES, INC.",SA.0000278,SA,278,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,1007 N MAIN ST,DAYVILLE,CT,062412170,05/07/2018
930027,"CATHOLIC CHARITIES DIOCESE, OF NORWICH INC.",BUSINESS,"CATHOLIC CHARITIES DIOCESE, OF NORWICH INC.","CATHOLIC CHARITIES, DIOCESE OF NORWICH, INC.",SA.0000269,SA,269,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2010,04/01/2018,03/31/2020,331 MAIN ST,NORWICH,CT,063605836,03/29/2018
930025,NEW ERA REHABILITATION CENTER INC.,BUSINESS,NEW ERA REHABILITATION CENTER INC.,"NEW ERA REHABILITATION CENTER, INC.",SA.0000266,SA,266,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,3851 MAIN ST,BRIDGEPORT,CT,066062864,05/31/2018
929925,STONINGTON INSTITUTE,BUSINESS,STONINGTON INSTITUTE,STONINGTON INSTITUTE,SA.0000298,SA,298,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2010,04/01/2018,03/31/2020,75 SWANTOWN HILL RD,NORTH STONINGTON,CT,06359,03/01/2018
929899,CATHOLIC CHARITIES DIOCESE OF NORWICH,BUSINESS,CATHOLIC CHARITIES DIOCESE OF NORWICH,"CATHOLIC CHARITIES, DIOCESE OF NORWICH",SA.0000389,SA,389,,Substance Abuse,ACTIVE,CURRENT,1,11/05/2009,10/01/2017,09/30/2019,28 HUNTINGTON ST,NEW LONDON,CT,063206111,09/19/2017
929896,ALTRUISM HOUSE FOR MEN,BUSINESS,ALTRUISM HOUSE FOR MEN,ALTRUISM HOUSE FOR MEN,SA.0SA0046,SA,SA0046,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,313 MAIN ST,NORWICH,CT,063605835,07/05/2017
929887,WHEELER CLINIC INC.,BUSINESS,WHEELER CLINIC INC.,"WHEELER CLINIC, INC.",SA.0000331,SA,331,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,75 N MOUNTAIN RD,NEW BRITAIN,CT,060533468,06/02/2017
929877,CONNECTICUT COUNSELING CENTERS INC.,BUSINESS,CONNECTICUT COUNSELING CENTERS INC.,"CONNECTICUT COUNSELING CENTERS, INC",SA.0000326,SA,326,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,07/01/2017,06/30/2019,60 BEAVER BROOK RD,DANBURY,CT,068106239,06/16/2017
929874,"CONNECTICUT JUNIOR REPUBLIC ASSOCIATION, INC.",BUSINESS,"CONNECTICUT JUNIOR REPUBLIC ASSOCIATION, INC.","CONNECTICUT JUNIOR REPUBLIC ASSOCIATION, INC.",SA.0000321,SA,321,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,550 GOSHEN RD,LITCHFIELD,CT,067592405,03/17/2017
929855,FAMILY RESOURCE ASSOCIATES LLC,BUSINESS,FAMILY RESOURCE ASSOCIATES LLC,"FAMILY RESOURCE ASSOCIATES, LLC",SA.0000309,SA,309,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,3300 MAIN ST,STRATFORD,CT,066144819,06/12/2018
929854,RECOVERY EMPOWERMENT COUNSELING CENTER,BUSINESS,RECOVERY EMPOWERMENT COUNSELING CENTER,RECOVERY EMPOWERMENT COUNSELING CENTER,SA.0000307,SA,307,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,1549 FAIRFIELD AVE,BRIDGEPORT,CT,066051935,04/12/2018
929851,RUSHFORD CENTER INC.,BUSINESS,RUSHFORD CENTER INC.,RUSHFORD CENTER INC,SA.0000304,SA,304,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2008,07/01/2018,06/30/2020,325 MAIN ST,PORTLAND,CT,064801561,06/05/2018
929763,"BHCARE, INC.",BUSINESS,"BHCARE, INC.","BHCARE, INC.",SA.0000354,SA,354,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2009,04/01/2017,03/31/2019,435 E MAIN ST,ANSONIA,CT,064011964,03/28/2017
929707,WHEREVER YOU ARE EDDY CENTER,BUSINESS,WHEREVER YOU ARE EDDY CENTER,WHEREVER YOU ARE EDDY CENTER,SA.0000369,SA,369,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2010,04/01/2018,03/31/2020,1 LABELLA CIR,MIDDLETOWN,CT,064573938,03/29/2018
929704,HARTFORD DISPENSARY-MANCHESTER CLINIC,BUSINESS,HARTFORD DISPENSARY-MANCHESTER CLINIC,HARTFORD DISPENSARY-MANCHESTER CLINIC,SA.0000366,SA,366,,Substance Abuse,ACTIVE,CURRENT,1,04/01/2010,04/01/2018,03/31/2020,335 BROAD ST,MANCHESTER,CT,060404036,03/06/2018
929681,INTERCOMMUNITY INC.,BUSINESS,INTERCOMMUNITY INC.,"INTERCOMMUNITY, INC.",SA.0000358,SA,358,,Substance Abuse,ACTIVE,CURRENT,1,07/01/2009,04/01/2017,03/31/2019,281 MAIN ST,EAST HARTFORD,CT,061181823,03/09/2017
929661,"CATHOLIC CHARITIES, INC.",BUSINESS,"CATHOLIC CHARITIES, INC.","CATHOLIC CHARITIES, INC.",SA.0000351,SA,351,,Substance Abuse,ACTIVE,CURRENT,1,01/01/2009,04/01/2018,03/31/2020,203 HIGH ST,MILFORD,CT,064603250,03/26/2018
929655,"CATHOLIC CHARITIES, INC.",BUSINESS,"CATHOLIC CHARITIES, INC.","CATHOLIC CHARITIES, INC.",SA.0000349,SA,349,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2008,04/01/2018,03/31/2020,56 CHURCH ST,WATERBURY,CT,067022103,03/26/2018
929654,"CATHOLIC CHARITIES, INC.",BUSINESS,"CATHOLIC CHARITIES, INC.","CATHOLIC CHARITIES, INC.",SA.0000348,SA,348,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2008,04/01/2018,03/31/2020,205 WAKELEE AVE,ANSONIA,CT,064011234,03/26/2018
929653,"CATHOLIC CHARITIES, INC",BUSINESS,"CATHOLIC CHARITIES, INC","CATHOLIC CHARITIES, INC.",SA.0000347,SA,347,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2008,04/01/2018,03/31/2020,132 GROVE ST,TORRINGTON,CT,067905047,03/26/2018
929521,MOUNTAINSIDE TREATMENT CENTER,BUSINESS,MOUNTAINSIDE TREATMENT CENTER,MOUNTAINSIDE TREATMENT CENTER,SA.0000388,SA,388,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2009,10/01/2017,09/30/2019,187 S CANAAN RD RTE 7,CANAAN,CT,060182544,09/25/2017
929494,PARK STREET INN,BUSINESS,PARK STREET INN,PARK STREET INN,SA.0000391,SA,391,,Substance Abuse,ACTIVE,CURRENT,1,01/01/2010,01/01/2018,12/31/2019,98 PARK ST,NEW HAVEN,CT,065115402,01/11/2018
1301300,KINSELLA TREATMENT CENTER,BUSINESS,KINSELLA TREATMENT CENTER,KINSELLA TREATMENT CENTER,SA.0000492,SA,492,,Substance Abuse,ACTIVE,CURRENT,1,07/23/2015,07/01/2017,06/30/2019,1862 COMMERCE DR,BRIDGEPORT,CT,066052230,05/25/2017
1295108,"UNITED COMMUNITY & FAMILY SERVICES, INC",BUSINESS,"UNITED COMMUNITY & FAMILY SERVICES, INC","UNITED COMMUNITY & FAMILY SERVICES, INC",SA.0000490,SA,490,,Substance Abuse,ACTIVE,CURRENT,1,06/18/2015,04/01/2017,03/31/2019,351 N FRONTAGE RD STE 24,NEW LONDON,CT,063202628,03/28/2017
1283984,"MCCALL FOUNDATION, INC.",CORPORATION,"MCCALL FOUNDATION, INC.","MCCALL FOUNDATION, INC.",SA.0000489,SA,489,,Substance Abuse,ACTIVE,CURRENT,1,05/12/2015,04/01/2017,03/31/2019,469 MIGEON AVE,TORRINGTON,CT,067904643,05/02/2017
1280342,RENATO NETWORK,CORPORATION,RENATO NETWORK,RENATO NETWORK,SA.0000488,SA,488,,Substance Abuse,ACTIVE,CURRENT,1,04/24/2015,04/01/2017,03/31/2019,969 W MAIN ST,WATERBURY,CT,067082653,02/28/2017
1245358,WATKINS NETWORK,CORPORATION,WATKINS NETWORK,WATKINS NETWORK,SA.0000485,SA,485,,Substance Abuse,ACTIVE,CURRENT,1,09/15/2014,07/01/2018,06/30/2020,21 PROSPECT ST STE B,TORRINGTON,CT,067906359,06/21/2018
1245173,"RECOVERY NETWORK OF PROGRAMS, INC.",CORPORATION,"RECOVERY NETWORK OF PROGRAMS, INC.","RECOVERY NETWORK OF PROGRAMS, INC.",SA.0000484,SA,484,,Substance Abuse,ACTIVE,CURRENT,1,09/12/2014,07/01/2018,06/30/2020,1106 NORTH AVE,BRIDGEPORT,CT,066042710,06/08/2018
1239932,STONINGTON INSTITUTE,CORPORATION,STONINGTON INSTITUTE,STONINGTON INSTITUTE,SA.0000482,SA,482,,Substance Abuse,ACTIVE,CURRENT,1,08/13/2014,07/01/2018,06/30/2020,618 POQUONNOCK RD,GROTON,CT,063404515,05/17/2018
1235629,"STAYWELL HEALTH CARE, INC.",CORPORATION,"STAYWELL HEALTH CARE, INC.","STAYWELL HEALTH CARE, INC.",SA.0000479,SA,479,,Substance Abuse,ACTIVE,CURRENT,1,07/23/2014,07/01/2018,06/30/2020,402 E MAIN ST,WATERBURY,CT,067021701,05/04/2018
1235549,HARTFORD DISPENSARY - TORRINGTON CLINIC,CORPORATION,HARTFORD DISPENSARY - TORRINGTON CLINIC,HARTFORD DISPENSARY - TORRINGTON CLINIC,SA.0000478,SA,478,,Substance Abuse,ACTIVE,CURRENT,1,07/18/2014,07/01/2018,06/30/2020,140 COMMERCIAL BLVD,TORRINGTON,CT,067903098,06/11/2018
1234295,OPTIMUS PRIMARY CLINICS,CORPORATION,OPTIMUS PRIMARY CLINICS,OPTIMUS PRIMARY CLINICS,SA.0000477,SA,477,,Substance Abuse,ACTIVE,CURRENT,1,07/14/2014,04/01/2018,03/31/2020,1351 WASHINGTON BLVD,STAMFORD,CT,069022419,04/23/2018
1234052,"OPTIMUS HEALTH CARE, INC.",CORPORATION,"OPTIMUS HEALTH CARE, INC.","OPTIMUS HEALTH CARE, INC.",SA.0000476,SA,476,,Substance Abuse,ACTIVE,CURRENT,1,07/10/2014,07/01/2018,06/30/2020,471 BARNUM AVE,BRIDGEPORT,CT,066082409,05/04/2018
1231442,PARK CITY PRIMARY CARE CENTER,CORPORATION,PARK CITY PRIMARY CARE CENTER,PARK CITY PRIMARY CARE CENTER,SA.0000475,SA,475,,Substance Abuse,ACTIVE,CURRENT,1,06/26/2014,04/01/2018,03/31/2020,64 BLACK ROCK AVE,BRIDGEPORT,CT,066051200,03/26/2018
1228026,"STAYWELL HEALTH CARE, INC.",CORPORATION,"STAYWELL HEALTH CARE, INC.","STAYWELL HEALTH CARE, INC.",SA.0000474,SA,474,,Substance Abuse,ACTIVE,CURRENT,1,06/10/2014,10/01/2017,09/30/2019,1309 S MAIN ST,WATERBURY,CT,067061758,09/05/2017
1226323,"PROJECT COURAGE, LLC",CORPORATION,"PROJECT COURAGE, LLC","PROJECT COURAGE, LLC",SA.0000473,SA,473,,Substance Abuse,ACTIVE,CURRENT,1,06/02/2014,04/01/2018,03/31/2020,251 MAIN ST,OLD SAYBROOK,CT,064752357,02/27/2018
1221317,BRIDGEPORT BEHAVIORAL HEALTH NETWORK,CORPORATION,BRIDGEPORT BEHAVIORAL HEALTH NETWORK,BRIDGEPORT BEHAVIORAL HEALTH NETWORK,SA.0000472,SA,472,,Substance Abuse,ACTIVE,CURRENT,1,05/08/2014,04/01/2018,03/31/2020,75 WASHINGTON AVE,BRIDGEPORT,CT,066043802,03/15/2018
1199893,"COMMUNITY MENTAL HEALTH AFFILIATES, INC.",CORPORATION,"COMMUNITY MENTAL HEALTH AFFILIATES, INC.","COMMUNITY MENTAL HEALTH AFFILIATES, INC.",SA.0000470,SA,470,,Substance Abuse,ACTIVE,CURRENT,1,12/24/2013,10/01/2017,09/30/2019,270 JOHN DOWNEY DR,NEW BRITAIN,CT,060512906,10/16/2017
1199746,"COMMUNITY MENTAL HEALTH AFFILIATES, INC.",CORPORATION,"COMMUNITY MENTAL HEALTH AFFILIATES, INC.","COMMUNITY MENTAL HEALTH AFFILIATES, INC.",SA.0000469,SA,469,,Substance Abuse,ACTIVE,CURRENT,1,12/23/2013,10/01/2017,09/30/2019,125 WHITING ST,NEW BRITAIN,CT,060513184,08/10/2017
1198202,NEW HAVEN BEHAVIORAL HEALTH NETWORK,CORPORATION,NEW HAVEN BEHAVIORAL HEALTH NETWORK,NEW HAVEN BEHAVIORAL HEALTH NETWORK,SA.0000468,SA,468,,Substance Abuse,ACTIVE,CURRENT,1,12/11/2013,10/01/2017,09/30/2019,50 FITCH ST,NEW HAVEN,CT,065151366,10/10/2017
1191249,WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES,CORPORATION,WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES,WHEELER CLINIC: BRISTOL ADULT OUTPATIENT SERVICES,SA.0000465,SA,465,,Substance Abuse,ACTIVE,CURRENT,1,11/01/2013,10/01/2017,09/30/2019,10 N MAIN ST,BRISTOL,CT,060108122,09/06/2017
1187333,"APT FOUNDATION, INC",CORPORATION,"APT FOUNDATION, INC","APT FOUNDATION, INC",SA.0000464,SA,464,,Substance Abuse,ACTIVE,CURRENT,1,10/01/2013,10/01/2017,09/30/2019,245 WHALLEY AVE,NEW HAVEN,CT,065113254,09/19/2017
1186723,OUTPATIENT TREATMENT,CORPORATION,OUTPATIENT TREATMENT,OUTPATIENT TREATMENT,SA.0000463,SA,463,,Substance Abuse,ACTIVE,CURRENT,1,09/25/2013,07/01/2017,06/30/2019,932 BANK ST,NEW LONDON,CT,063202703,07/06/2017
1183872,GREENWICH FAMILY AND YOUTH OPTIONS,CORPORATION,GREENWICH FAMILY AND YOUTH OPTIONS,GREENWICH FAMILY AND YOUTH OPTIONS,SA.0000462,SA,462,,Substance Abuse,ACTIVE,CURRENT,1,09/10/2013,07/01/2017,06/30/2019,50 E PUTNAM AVE,GREENWICH,CT,068305601,07/06/2017
1181634,MCCA/NEW MILFORD,CORPORATION,MCCA/NEW MILFORD,MCCA/NEW MILFORD,SA.0000460,SA,460,,Substance Abuse,ACTIVE,CURRENT,1,08/27/2013,07/01/2017,06/30/2019,50 BRIDGE ST,NEW MILFORD,CT,067763531,06/16/2017
1173586,MCCA/DERBY,CORPORATION,MCCA/DERBY,MCCA/DERBY,SA.0000459,SA,459,,Substance Abuse,ACTIVE,CURRENT,1,07/08/2013,07/01/2017,06/30/2019,100 ELIZABETH ST,DERBY,CT,064181819,05/26/2017
1165015,"HISPANIC HEALTH COUNCIL, INC.-HISPANOS UNIDOS CAMPUS",CORPORATION,"HISPANIC HEALTH COUNCIL, INC.-HISPANOS UNIDOS CAMPUS","HISPANIC HEALTH COUNCIL, INC.-HISPANOS UNIDOS CAMPUS",SA.0000458,SA,458,,Substance Abuse,ACTIVE,CURRENT,1,05/22/2013,04/01/2017,03/31/2019,116 SHERMAN AVE FL 1,NEW HAVEN,CT,065115204,03/06/2017
1163357,"CONNECTION INC. WEST VILLAGE SUPPORTIVE AND CASE MANAGEMENT PROGRAM, THE",BUSINESS,"CONNECTION INC. WEST VILLAGE SUPPORTIVE AND CASE MANAGEMENT PROGRAM, THE","CONNECTION INC. WEST VILLAGE SUPPORTIVE AND CASE MANAGEMENT PROGRAM, THE",SA.0000457,SA,457,,Substance Abuse,ACTIVE,CURRENT,1,05/13/2013,04/01/2017,03/31/2019,52 HOWE ST APT 123,NEW HAVEN,CT,065114617,03/28/2017
1162574,MCCA/NEW HAVEN,CORPORATION,MCCA/NEW HAVEN,MCCA/NEW HAVEN,SA.0000456,SA,456,,Substance Abuse,ACTIVE,CURRENT,1,05/08/2013,04/01/2017,03/31/2019,419 WHALLEY AVE STE 300,NEW HAVEN,CT,065113019,03/24/2017
1160481,ORCHARD HILL TREATMENT SERVICES,CORPORATION,ORCHARD HILL TREATMENT SERVICES,ORCHARD HILL TREATMENT SERVICES,SA.0000455,SA,455,,Substance Abuse,ACTIVE,CURRENT,1,04/26/2013,04/01/2017,03/31/2019,352 STATE ST,NORTH HAVEN,CT,064733108,01/11/2017
1160319,TRINITY GLEN WOMEN'S,CORPORATION,TRINITY GLEN WOMEN'S,TRINITY GLEN WOMEN'S,SA.0000454,SA,454,,Substance Abuse,ACTIVE,CURRENT,1,04/24/2013,04/01/2017,03/31/2019,62-64 KENT CORNWALL RD,KENT,CT,06757,03/06/2017
1156822,"SOUND COMMUNITY SERVICES, INC",CORPORATION,"SOUND COMMUNITY SERVICES, INC","SOUND COMMUNITY SERVICES, INC",SA.0000453,SA,453,,Substance Abuse,ACTIVE,CURRENT,1,04/03/2013,04/01/2017,03/31/2019,21 MONTAUK AVE,NEW LONDON,CT,063204906,03/28/2017
